dr_no,date_occ,date_rptd,time_occ,area_name,latitude,longitude,rpt_dist_no,mocodes,vict_age,vict_sex,vict_descent,premis_cd,location,cross_street,TMAX,TMIN,PRCP
190105637,2019-01-25,2019-01-25,08:50,downtown,34.0462,-118.2628,0182,"{3101,3401,3701,3004,3030,3036}",39,F,Hispanic,101,9TH_ST,FIGUEROA_ST,25,8.9,0
190105638,2019-01-25,2019-01-25,14:10,downtown,34.0415,-118.2654,0182,"{3036,3004,3101,3401,3701,3025}",40,F,Black,101,12TH_ST,FLOWER_ST,25,8.9,0
190105639,2019-01-25,2019-01-25,11:00,downtown,34.0589,-118.2323,0119,"{3101,3401,3701,3003,3024,3036}",60,M,Black,101,BAUCHET_ST,VIGNES_ST,25,8.9,0
190105641,2019-01-25,2019-01-25,14:35,downtown,34.0632,-118.2408,0111,"{3101,3401,3701,3004,3030}",27,M,Hispanic,101,ALPINE_ST,YALE_ST,25,8.9,0
190105662,2019-01-25,2019-01-25,19:10,downtown,34.0395,-118.2405,0158,"{3101,3401,3701,3004,3030}",37,M,Hispanic,101,9TH_ST,KOHLER,25,8.9,0
190105668,2019-01-25,2019-01-25,07:57,downtown,34.0342,-118.2673,0192,"{3101,3401,3701,3016,3024,3036,1501}",52,M,Hispanic,101,18TH,GRAND,25,8.9,0
190105697,2019-01-26,2019-01-26,10:30,downtown,34.037,-118.2688,0192,"{3401,3701,3602,3036,3004,3026,3101}",45,M,Hispanic,101,FLOWER_ST,VENICE_BL,25,10,0
190105704,2019-01-26,2019-01-26,11:30,downtown,34.0438,-118.2416,0148,"{3401,3701,3008,3030,3101}",45,M,Hispanic,101,CERES_AV,CENTRAL_AV,25,10,0
190105706,2019-01-26,2019-01-26,01:30,downtown,34.0359,-118.2344,0159,"{3101,3401,3701,3025,3029,3036}",28,M,Hispanic,101,INDUSTRIAL,MILL,25,10,0
190105708,2019-01-26,2019-01-26,01:10,downtown,34.0433,-118.2504,0174,"{3101,3401,3701,3004,3030}",41,M,Hispanic,101,7TH_ST,MAIN,25,10,0
190105709,2019-01-26,2019-01-26,10:50,downtown,34.0695,-118.2324,0118,"{3101,3401,3701,3004,3025}",46,F,Other,101,N_BROADWAY,SAVOY,25,10,0
190105711,2019-01-21,2019-01-26,04:30,downtown,34.0499,-118.2464,0135,"{3101,3401,3701,3004,3030}",29,M,Hispanic,101,3RD_ST,MAIN,17.2,11.7,0
190105725,2019-01-26,2019-01-27,00:30,downtown,34.0438,-118.2547,0163,"{3101,3401,3701,3004,3025,3029}",99,F,Hispanic,102,GEORGIA_ST,JAMES_M_WOOD,25,10,0
190105762,2019-01-26,2019-01-26,11:15,downtown,34.0417,-118.2443,0157,"{3101,3401,3701,3016,3030}",38,M,Other,101,6TH_ST,CROCKER_ST,25,10,0
190105762,2019-01-26,2019-01-26,11:15,downtown,34.0417,-118.2443,0157,"{3101,3401,3701,3016,3030}",,M,Other,101,6TH_ST,CROCKER_ST,25,10,0
190105763,2019-01-26,2019-01-26,04:50,downtown,34.0402,-118.2633,0182,"{3101,3401,3701,3006,3026}",38,M,Other,101,12TH_ST,GRAND_AV,25,10,0
190105763,2019-01-26,2019-01-26,04:50,downtown,34.0402,-118.2633,0182,"{3101,3401,3701,3006,3026}",,M,Other,101,12TH_ST,GRAND_AV,25,10,0
190105765,2019-01-27,2019-01-27,11:30,downtown,34.0347,-118.2645,0192,"{3101,3401,3701,3004,3025,3034,3036}",64,M,Other,101,HILL_ST,VENICE_BL,25,10.6,0
190105768,2019-01-26,2019-01-26,02:00,downtown,34.0359,-118.2344,0159,"{3101,3401,3701,3004,3030,3025,3036}",25,F,Hispanic,101,INDUSTRIAL,MILL_ST,25,10,0
190105790,2019-01-27,2019-01-27,15:09,downtown,34.0582,-118.2387,0111,"{3101,3401,3701,3004,3030}",33,M,Hispanic,101,SPRING_ST,CESAR_E_CHAVEZ_AV,25,10.6,0
190105792,2019-01-27,2019-01-27,17:30,downtown,34.0467,-118.252,0153,"{3101,3401,3701,3008,3026}",61,M,Black,101,BROADWAY,8TH_ST,25,10.6,0
190105799,2019-01-27,2019-01-28,20:40,downtown,34.0586,-118.2402,0111,"{3101,3401,3701,3003,3026,3036}",80,M,Other Asian,101,BROADWAY,CESAR_E_CHAVEZ_AV,25,10.6,0
190105857,2019-01-28,2019-01-28,14:30,downtown,34.0639,-118.2446,0111,"{3101,3401,3701,3004,3030}",43,F,Hispanic,101,NEW_DEPOT,ALPINE,23.9,10,0
190105859,2019-01-28,2019-01-28,15:10,downtown,34.0434,-118.2577,0162,"{3101,3701,3004,3026,3401}",51,F,Other,101,9TH_ST,HILL_ST,23.9,10,0
190105865,2019-01-28,2019-01-28,21:10,downtown,34.0673,-118.2372,0111,"{3101,3401,3701,3009,3025}",30,M,Hispanic,101,N_HILL_ST,BERNARD_ST,23.9,10,0
190105906,2019-01-29,2019-01-29,13:20,downtown,34.0585,-118.253,0131,"{3103,3401,3701,3018,3026}",26,F,White,101,1ST_ST,FREMONT_AV,21.7,12.8,0
190105909,2019-01-28,2019-01-28,07:00,downtown,34.055,-118.2477,0132,"{3101,3401,3701,3006,3030}",38,F,Other,101,1ST_ST,OLIVE_ST,23.9,10,0
190105909,2019-01-28,2019-01-28,07:00,downtown,34.055,-118.2477,0132,"{3101,3401,3701,3006,3030}",,F,Other,101,1ST_ST,OLIVE_ST,23.9,10,0
190105914,2019-01-29,2019-01-29,09:15,downtown,34.0377,-118.2621,0185,"{3101,3401,3701,3006,3026}",49,M,Other,101,HILL_ST,PICO_BL,21.7,12.8,0
190105919,2019-01-29,2019-01-29,12:25,downtown,34.0511,-118.2336,0129,"{3101,3401,3701,3004,3030}",51,M,Hispanic,101,6TH,BROADWAY,21.7,12.8,0
190105921,2019-01-29,2019-01-29,12:35,downtown,34.0445,-118.2523,0163,"{3101,3401,3701,3004,3030}",47,M,Hispanic,101,7TH,SPRING_ST,21.7,12.8,0
190105929,2019-01-29,2019-01-29,12:30,downtown,34.0452,-118.2534,0153,"{3101,3401,3701,3004,3026,3029}",43,M,Other,101,7TH_ST,BROADWAY,21.7,12.8,0
190105969,2019-01-29,2019-01-29,14:20,downtown,34.0445,-118.2558,0163,"{0605,3101,3401,3701,3004,3030}",41,F,Korean,101,8TH_ST,E_HILL_ST,21.7,12.8,0
190105976,2019-01-29,2019-01-30,21:20,downtown,34.046,-118.2509,0154,"{3101,3401,3701,3003,3026}",40,M,White,101,SPRING_ST,5TH_ST,21.7,12.8,0
190105978,2019-01-29,2019-01-30,18:45,downtown,34.032,-118.2657,0195,"{3101,3401,3701,3003,3026,3036}",58,F,Hispanic,101,WASHINGTON_BL,HILL_ST,21.7,12.8,0
190105981,2019-01-29,2019-01-29,14:20,downtown,34.0445,-118.2558,0163,"{3101,3401,3701,3004,3026,3029}",41,F,Other Asian,101,8TH_ST,BROADWAY,21.7,12.8,0
190105994,2019-01-30,2019-01-30,04:40,downtown,34.0481,-118.2633,0161,"{3102,3401,3701,3006,3030,3032}",38,M,Other,101,FRANCISCO_ST,8TH_ST,20,12.2,0
190105994,2019-01-30,2019-01-30,04:40,downtown,34.0481,-118.2633,0161,"{3102,3401,3701,3006,3030,3032}",,M,Other,101,FRANCISCO_ST,8TH_ST,20,12.2,0
190105998,2019-01-27,2019-01-29,18:00,downtown,34.045,-118.264,0182,"{3101,3401,3701,3008,3026,3029}",43,M,Hispanic,101,OLYMPIC_BL,FLOWER_ST,25,10.6,0
190106011,2019-01-29,2019-01-30,08:30,downtown,34.0423,-118.2452,0166,"{3101,3401,3701,3004,3030}",39,M,Hispanic,101,S_6TH_ST,SAN_PEDRO_ST,21.7,12.8,0
190106022,2019-01-30,2019-01-30,13:10,downtown,34.0514,-118.2451,0135,"{3101,3401,3701,3004,3034,3036}",54,M,White,101,2ND_ST,MAIN_ST,20,12.2,0
190106023,2019-01-30,2019-01-30,09:50,downtown,34.0374,-118.2406,0158,"{3101,3401,3701,3008,3026}",33,F,White,101,CENTRAL_AV,INDUSTRIAL_ST,20,12.2,0
190106024,2019-01-30,2019-01-30,10:00,downtown,34.0547,-118.2505,0132,"{3101,3401,3701,3003,3026,3029,3036}",24,M,Black,101,5TH_ST,GRAND_AV,20,12.2,0
190106051,2019-01-30,2019-01-30,13:00,downtown,34.054,-118.2503,0132,"{3102,3401,3701,3006,3030,3032}",26,M,Hispanic,101,GRAND_AV,2ND_ST,20,12.2,0
190106061,2019-01-30,2019-01-31,23:20,downtown,34.055,-118.2394,0112,"{3101,3401,3701,3004,3026,3036,3034}",32,M,White,101,LOS_ANGELES_ST,ALISO_ST,20,12.2,0
190106094,2019-01-31,2019-01-31,09:30,downtown,34.0566,-118.2528,0132,"{3101,3401,3701,3004,3026,3029}",55,M,Other,101,FIGUEROA_ST,2ND_ST,15.6,11.1,25.1
190106100,2019-01-31,2019-01-31,10:06,downtown,34.0522,-118.2434,0124,"{3101,3401,3701,3004,3034}",22,M,Hispanic,101,MAIN_ST,1ST_ST,15.6,11.1,25.1
190106108,2019-01-31,2019-01-31,14:40,downtown,34.0467,-118.2485,0154,"{3101,3401,3701,3004,3034}",47,M,White,101,MAIN_ST,5TH_ST,15.6,11.1,25.1
190106119,2019-01-31,2019-01-31,16:45,downtown,34.0413,-118.2517,0176,"{1501,3101,3401,3701,3004,3030}",52,M,Hispanic,101,8TH,SANTEE,15.6,11.1,25.1
190106120,2019-01-31,2019-01-31,18:30,downtown,34.0381,-118.2716,0191,"{3101,3401,3701,3004,3030}",40,F,Hispanic,101,VENICE_BL,FIGUEROA_ST,15.6,11.1,25.1
190106125,2019-01-31,2019-02-01,18:55,downtown,34.0473,-118.2601,0162,"{3101,3401,3701,3004,3030}",40,M,Hispanic,101,8TH,FLOWER,15.6,11.1,25.1
190106126,2019-01-31,2019-02-01,18:45,downtown,34.0412,-118.2474,0166,"{3101,3401,3701,3006,3025,1300}",40,F,White,101,E_7TH_ST,W_SAN_JULIAN,15.6,11.1,25.1
190106141,2019-02-01,2019-02-01,07:23,downtown,34.0346,-118.2301,0159,"{3101,3401,3701,3004,3030,3034}",38,M,Other,101,SANTA_FE_AV,JESSE_ST,17.8,8.9,0
190106141,2019-02-01,2019-02-01,07:23,downtown,34.0346,-118.2301,0159,"{3101,3401,3701,3004,3030,3034}",,M,Other,101,SANTA_FE_AV,JESSE_ST,17.8,8.9,0
190106149,2019-02-01,2019-02-01,11:30,downtown,34.0485,-118.2447,0138,"{3101,3401,3701,3006,3034}",40,M,White,101,3RD_ST,LOS_ANGELES_ST,17.8,8.9,0
190106168,2019-02-01,2019-02-01,15:00,downtown,34.0481,-118.2542,0152,"{3101,3401,3701,3004,3026,3029}",49,F,Hispanic,101,OLIVE_ST,6TH_ST,17.8,8.9,0
190106170,2019-02-01,2019-02-01,15:45,downtown,34.0635,-118.2458,0111,"{3101,3401,3701,3004,3030,3034}",38,M,White,101,FIGUEROA_ST,CESAR_E_CHAVEZ_AV,17.8,8.9,0
190106170,2019-02-01,2019-02-01,15:45,downtown,34.0635,-118.2458,0111,"{3101,3401,3701,3004,3030,3034}",,M,White,101,FIGUEROA_ST,CESAR_E_CHAVEZ_AV,17.8,8.9,0
190106171,2019-02-01,2019-02-01,09:30,downtown,34.0443,-118.2717,0181,"{3101,3401,3701,3003,3026,3036}",40,F,Hispanic,101,12TH_ST,LA_LIVE_WY,17.8,8.9,0
190106172,2019-01-31,2019-02-01,15:00,downtown,34.0391,-118.2659,0192,"{3101,3401,3701,3006,3030}",38,F,Other,101,HOPE,PICO,15.6,11.1,25.1
190106172,2019-01-31,2019-02-01,15:00,downtown,34.0391,-118.2659,0192,"{3101,3401,3701,3006,3030}",,F,Other,101,HOPE,PICO,15.6,11.1,25.1
190106180,2019-02-01,2019-02-01,19:15,downtown,34.0376,-118.2594,0185,"{3101,3401,3701,3004,3026,3036}",35,M,Hispanic,101,12TH_ST,MAIN_ST,17.8,8.9,0
190106184,2019-02-01,2019-02-02,22:20,downtown,34.0495,-118.2494,0134,"{3101,3401,3701,3004}",24,F,Hispanic,101,BROADWAY,4TH,17.8,8.9,0
190106206,2019-02-02,2019-02-02,01:45,downtown,34.0478,-118.2502,0153,"{3101,3401,3701,3004,3030}",52,M,Black,101,5TH_ST,SPRING_ST,15,11.7,43.9
190106229,2019-02-02,2019-02-02,14:20,downtown,34.0337,-118.261,0195,"{3101,3401,3701,3004,3030}",36,M,Korean,101,LOS_ANGELES_ST,14TH_ST,15,11.7,43.9
190106238,2019-02-01,2019-02-03,16:00,downtown,34.0496,-118.2458,0135,"{3101,3401,3701,3006,3030,3032}",28,M,White,101,MAIN,3RD,17.8,8.9,0
190106239,2019-02-02,2019-02-03,21:35,downtown,34.0604,-118.2425,0111,"{3101,3401,3701,3004,3034}",62,M,Chinese,101,HILL_PL,CESAR_E_CHAVEZ_AV,15,11.7,43.9
190106240,2019-02-02,2019-02-02,20:10,downtown,34.0473,-118.2462,0146,"{1501,3101,3401,3701,3011,3034}",38,M,Hispanic,101,4TH_ST,LOS_ANGELES_ST,15,11.7,43.9
190106240,2019-02-02,2019-02-02,20:10,downtown,34.0473,-118.2462,0146,"{1501,3101,3401,3701,3011,3034}",,M,Hispanic,101,4TH_ST,LOS_ANGELES_ST,15,11.7,43.9
190106243,2019-02-02,2019-02-02,21:15,downtown,34.0607,-118.2405,0111,"{1501,3101,3401,3701,3003,3024,3029}",68,F,Chinese,101,HILL_ST,N_ORD_ST,15,11.7,43.9
190106264,2019-02-03,2019-02-03,14:15,downtown,34.0487,-118.2588,0152,"{4024,3037,3004,3026,3029,3101,3401,3701}",32,F,Black,101,7TH_ST,FLOWER_ST,15.6,11.1,11.7
190106271,2019-02-03,2019-02-03,13:40,downtown,34.0714,-118.2329,0105,"{3101,3401,3701,3026,3004}",32,M,Hispanic,101,PARK_ROW,CASANOVA,15.6,11.1,11.7
190106285,2019-02-03,2019-02-04,21:55,downtown,34.0481,-118.2542,0152,"{3101,3401,3701,3004,3026}",29,M,Other Asian,101,OLIVE_ST,6TH_ST,15.6,11.1,11.7
190106293,2019-02-04,2019-02-04,06:55,downtown,34.0467,-118.252,0153,"{3101,3401,3701,3006,3026}",51,M,Hispanic,101,BROADWAY,6TH_ST,15.6,10.6,6.9
190106297,2019-02-04,2019-02-04,09:13,downtown,34.0384,-118.2571,0185,"{3101,3401,3004,3034,3701}",38,M,Other,101,LOS_ANGELES_ST,11TH_ST,15.6,10.6,6.9
190106297,2019-02-04,2019-02-04,09:13,downtown,34.0384,-118.2571,0185,"{3101,3401,3004,3034,3701}",,M,Other,101,LOS_ANGELES_ST,11TH_ST,15.6,10.6,6.9
190106302,2019-02-03,2019-02-04,09:00,downtown,34.0599,-118.2379,0111,"{3102,3401,3701,3006,3030,3032}",41,M,Hispanic,101,ORD_ST,SPRING_ST,15.6,11.1,11.7
190106341,2019-02-04,2019-02-04,13:00,downtown,34.048,-118.2438,0138,"{3101,3401,3701,3004,3025,3036}",57,F,Hispanic,101,3RD_ST,LOS_ANGELES_ST,15.6,10.6,6.9
190106342,2019-02-04,2019-02-04,15:54,downtown,34.0498,-118.24,0128,"{3101,3401,3701,3004,3030,3036}",48,F,Pac. Islander,101,SAN_PEDRO,3RD,15.6,10.6,6.9
190106364,2019-02-05,2019-02-05,00:05,downtown,34.0423,-118.2452,0157,"{3101,3401,3701,3003,3026,3029,3036}",38,F,Black,101,SAN_PEDRO_ST,6TH_ST,13.3,7.8,6.1
190106391,2019-02-05,2019-02-05,06:15,downtown,34.0407,-118.2541,0174,"{3101,3401,3701,3004,3026,3036}",25,M,Hispanic,101,LOS_ANGELES_ST,9TH_ST,13.3,7.8,6.1
190106418,2019-02-05,2019-02-05,00:05,downtown,34.0571,-118.2318,0119,"{3101,3401,3701,3006,3026}",38,M,Other,101,CLARA_ST,N_VIGNES_ST,13.3,7.8,6.1
190106418,2019-02-05,2019-02-05,00:05,downtown,34.0571,-118.2318,0119,"{3101,3401,3701,3006,3026}",,M,Other,101,CLARA_ST,N_VIGNES_ST,13.3,7.8,6.1
190106426,2019-02-05,2019-02-05,16:35,downtown,34.0388,-118.2574,0185,"{3101,3401,3701,3004,3030}",29,M,Hispanic,101,BROADWAY,8TH_ST,13.3,7.8,6.1
190106427,2019-02-05,2019-02-05,12:00,downtown,34.0447,-118.2349,0139,"{3101,3401,3701,3006,3030}",31,M,Other Asian,101,AVERY_ST,TRACTION_AV,13.3,7.8,6.1
190106428,2019-02-05,2019-02-05,18:00,downtown,34.0481,-118.2542,0152,"{3101,3401,3701,3004,3030}",23,F,Other Asian,101,OLIVE_ST,6TH_ST,13.3,7.8,6.1
190106433,2019-02-05,2019-02-05,19:15,downtown,34.0537,-118.2455,0123,"{3101,3401,3701,3004,3026,3034,3036}",26,F,Black,101,BROADWAY,1ST_ST,13.3,7.8,6.1
190106434,2019-02-05,2019-02-05,08:30,downtown,34.0473,-118.2566,0152,"{3101,3401,3701,3004,3030}",25,M,White,101,7TH_ST,GRAND_AV,13.3,7.8,6.1
190106435,2019-02-05,2019-02-06,19:00,downtown,34.0451,-118.27,0181,"{3101,3401,3701,3004,3026}",53,F,White,101,LA_LIVE_WY,11TH_ST,13.3,7.8,6.1
190106437,2019-02-05,2019-02-06,19:40,downtown,34.0549,-118.2395,0112,"{3101,3401,3701,3004,3030,3036}",34,F,Other Asian,101,ALISO_ST,N_LOS_ANGELES_ST,13.3,7.8,6.1
190106464,2019-02-05,2019-02-05,17:45,downtown,34.0481,-118.2542,0152,"{3101,3401,3701,3004,3030}",29,F,Other,101,6TH_ST,OLIVE_ST,13.3,7.8,6.1
190106475,2019-02-06,2019-02-06,12:40,downtown,34.0461,-118.2476,0146,"{3101,3401,3701,3003,3026,3036}",64,F,Other Asian,101,5TH,LOS_ANGELES,13.9,6.1,0
190106485,2019-02-06,2019-02-06,11:45,downtown,34.0459,-118.2545,0153,"{3101,3401,3701,3006,3030}",38,M,Other,101,7TH,HILL_ST,13.9,6.1,0
190106485,2019-02-06,2019-02-06,11:45,downtown,34.0459,-118.2545,0153,"{3101,3401,3701,3006,3030}",,M,Other,101,7TH,HILL_ST,13.9,6.1,0
190106491,2019-02-06,2019-02-06,13:45,downtown,34.0359,-118.2648,0192,"{3101,3401,3701,3004,3030}",38,M,White,101,OLIVE_ST,14TH_ST,13.9,6.1,0
190106491,2019-02-06,2019-02-06,13:45,downtown,34.0359,-118.2648,0192,"{3101,3401,3701,3004,3030}",,M,White,101,OLIVE_ST,14TH_ST,13.9,6.1,0
190106504,2019-02-06,2019-02-06,14:25,downtown,34.0568,-118.2425,0112,"{3101,3401,3701,3004,3026,3036}",48,M,Hispanic,101,BROADWAY,ALISO,13.9,6.1,0
190106507,2019-02-06,2019-02-06,18:30,downtown,34.0459,-118.2579,0162,"{3101,3401,3701,3004,3030}",38,M,White,101,8TH_ST,GRAND_AV,13.9,6.1,0
190106507,2019-02-06,2019-02-06,18:30,downtown,34.0459,-118.2579,0162,"{3101,3401,3701,3004,3030}",,M,White,101,8TH_ST,GRAND_AV,13.9,6.1,0
190106512,2019-02-06,2019-02-06,03:41,downtown,34.0445,-118.2558,0163,"{3101,3401,3701,3004,3026,3036}",43,F,Hispanic,101,8TH_ST,BROADWAY,13.9,6.1,0
190106514,2019-02-05,2019-02-06,21:00,downtown,34.033,-118.2615,0195,"{3101,3401,3701,3011,3034}",38,M,Other,101,LOS_ANGELES_ST,16TH_ST,13.3,7.8,6.1
190106514,2019-02-05,2019-02-06,21:00,downtown,34.033,-118.2615,0195,"{3101,3401,3701,3011,3034}",,M,Other,101,LOS_ANGELES_ST,16TH_ST,13.3,7.8,6.1
190106517,2019-02-06,2019-02-06,07:35,downtown,34.0615,-118.2412,0111,"{3101,3401,3004,3034,3701,1501}",55,F,White,101,LOS_ANGELES_ST,S_ALISO_ST,13.9,6.1,0
190106561,2019-02-07,2019-02-07,05:55,downtown,34.0467,-118.2485,0145,"{3101,3401,3701,3004,3025,3029}",45,M,Hispanic,101,MAIN_ST,5TH_ST,16.7,6.1,0
190106562,2019-02-07,2019-02-07,13:30,downtown,34.0357,-118.2324,0159,"{3101,3401,3701,3006}",30,M,Black,101,INDUSTRIAL_ST,MATEO_ST,16.7,6.1,0
190106568,2019-02-07,2019-02-07,13:30,downtown,34.0322,-118.2622,0195,"{3101,3401,3701,3003,3026,3036}",38,F,Black,101,LOS_ANGELES_ST,17TH_ST,16.7,6.1,0
190106568,2019-02-07,2019-02-07,13:30,downtown,34.0322,-118.2622,0195,"{3101,3401,3701,3003,3026,3036}",,F,Black,101,LOS_ANGELES_ST,17TH_ST,16.7,6.1,0
190106573,2019-02-07,2019-02-07,16:30,downtown,34.0336,-118.2626,0195,"{3101,3401,3701,3004,3034}",38,M,White,101,16TH_ST,MAIN_ST,16.7,6.1,0
190106573,2019-02-07,2019-02-07,16:30,downtown,34.0336,-118.2626,0195,"{3101,3401,3701,3004,3034}",,M,White,101,16TH_ST,MAIN_ST,16.7,6.1,0
190106576,2019-02-06,2019-02-07,19:00,downtown,34.0551,-118.2545,0142,"{1300,3101,3401,3701,3004,3030}",42,M,Black,101,3RD_ST,FIGUEROA_AV,13.9,6.1,0
190106583,2019-02-07,2019-02-07,16:30,downtown,34.053,-118.2548,0142,"{3101,3401,3701,3004}",50,M,Black,101,4TH_ST,FLOWER_ST,16.7,6.1,0
190106590,2019-02-07,2019-02-07,21:25,downtown,34.039,-118.24,0158,"{3101,3401,3701,3004,3026,3029}",42,M,Black,101,6TH_ST,CENTRAL_AV,16.7,6.1,0
190106601,2019-02-07,2019-02-08,18:00,downtown,34.0368,-118.2412,0158,"{3101,3401,3701,3004,3034}",57,M,Black,101,CENTRAL_AV,7TH_ST,16.7,6.1,0
190106621,2019-02-08,2019-02-08,10:00,downtown,34.0725,-118.251,0101,"{3401,3701,3004,3026,3101}",60,F,Other,101,VIN_SCULLY,SUNSET_BL,17.2,6.7,0
190106622,2019-02-08,2019-02-08,10:00,downtown,34.0326,-118.2589,0195,"{3101,3401,3701,3004,3026,3036}",48,F,Hispanic,101,15TH_ST,MAPLE,17.2,6.7,0
190106623,2019-02-08,2019-02-08,12:45,downtown,34.07,-118.2262,0118,"{3101,3401,3701,3008,3025,3036}",35,M,Hispanic,101,SPRING_ST,WILHARDT_ST,17.2,6.7,0
190106624,2019-02-08,2019-02-08,06:30,downtown,34.0566,-118.2319,0119,"{3101,3401,3701,3004,3030}",69,M,Black,101,CESAR_E_CHAVEZ,VIGNES,17.2,6.7,0
190106636,2019-02-08,2019-02-08,16:02,downtown,34.0623,-118.2383,0111,"{3101,3401,3701,3004,3030}",40,F,Other Asian,101,BROADWAY,ORD,17.2,6.7,0
190106643,2019-02-08,2019-02-08,16:40,downtown,34.0532,-118.2476,0123,"{3101,3401,3701,3004,3026}",49,M,Hispanic,101,HILL_ST,1ST_ST,17.2,6.7,0
190106655,2019-02-08,2019-02-09,19:00,downtown,34.0396,-118.259,0185,"{1501,3101,3401,3701,3004,3030}",42,F,Black,101,11TH,BROADWAY,17.2,6.7,0
190106661,2019-02-09,2019-02-09,01:05,downtown,34.0533,-118.2478,0132,"{3101,3401,3701,3004,3026,3036}",55,F,Black,101,2ND_ST,HILL_ST,15.6,8.3,6.6
190106662,2019-02-09,2019-02-09,00:30,downtown,34.0449,-118.2415,0138,"{3101,3401,3701,3006}",99,M,Other,101,4TH_ST,CROCKER_ST,15.6,8.3,6.6
190106675,2019-02-09,2019-02-09,06:45,downtown,34.0494,-118.2599,0161,"{3101,3401,3701,3004,3026}",20,F,White,101,FIGUEROA_ST,7TH_ST,15.6,8.3,6.6
190106683,2019-02-09,2019-02-09,12:55,downtown,34.0381,-118.2716,0191,"{3101,3401,3701,3008,3026}",44,F,Hispanic,101,VENICE,FIGUEROA,15.6,8.3,6.6
190106690,2019-02-09,2019-02-09,15:10,downtown,34.0352,-118.2583,0195,"{3101,3401,3701,3004,3030}",27,F,Black,101,SANTEE_ST,PICO_BL,15.6,8.3,6.6
190106704,2019-02-07,2019-02-07,13:00,downtown,34.0395,-118.2527,0176,"{0605,3101,3401,3701,3016,3030}",33,F,White,101,MAPLE_AV,8TH,16.7,6.1,0
190106713,2019-02-09,2019-02-10,19:20,downtown,34.059,-118.2474,0112,"{3401,3701,3004,3030,3101}",39,F,Black,101,TEMPLE,GRAND,15.6,8.3,6.6
190106722,2019-02-09,2019-02-10,19:18,downtown,34.049,-118.2381,0139,"{3101,3401,3701,3008,3025}",45,M,Hispanic,101,1ST_ST,ALAMEDA,15.6,8.3,6.6
190106764,2019-02-10,2019-02-10,02:00,downtown,34.0375,-118.27,0192,"{3101,3401,3701,3004,3026,3029}",26,F,Black,101,VENICE_BL,FIGUEROA_ST,14.4,8.3,3
190106767,2019-02-09,2019-02-11,18:15,downtown,34.0472,-118.2351,0139,"{3101,3401,3701,3006,3030}",28,M,Other,101,GAREY_ST,E_2ND_ST,15.6,8.3,6.6
190106782,2019-02-11,2019-02-11,09:20,downtown,34.0372,-118.2694,0192,"{0605,3101,3401,3701,3004,3030,3036}",40,M,Black,101,LEBANON_ST,CAMERON_LN,16.1,4.4,0
190106784,2019-02-11,2019-02-11,07:04,downtown,34.0438,-118.2397,0138,"{3101,3401,3701,3026,3036,3004}",22,F,White,101,CENTRAL_AV,4TH_ST,16.1,4.4,0
190106791,2019-02-11,2019-02-11,09:21,downtown,34.046,-118.2509,0164,"{3101,3401,3701,3006,3034}",38,M,Other,101,6TH_ST,SPRING_ST,16.1,4.4,0
190106791,2019-02-11,2019-02-11,09:21,downtown,34.046,-118.2509,0164,"{3101,3401,3701,3006,3034}",,M,Other,101,6TH_ST,SPRING_ST,16.1,4.4,0
190106794,2019-02-09,2019-02-11,09:30,downtown,34.0435,-118.2471,0165,"{3101,3401,3701,3006,3030,3032}",50,M,Other,108,WALL,6TH,15.6,8.3,6.6
190106795,2019-02-11,2019-02-11,12:15,downtown,34.06,-118.2486,0121,"{3101,3401,3701,3004,3026}",31,F,Black,101,FIGUEROA_ST,TEMPLE_ST,16.1,4.4,0
190106806,2019-02-11,2019-02-11,05:10,downtown,34.0488,-118.25,0143,"{3102,3401,3701,3011,3030,3032}",25,M,Other Asian,101,FIGUEROA_ST,9TH_ST,16.1,4.4,0
190106825,2019-02-11,2019-02-11,19:10,downtown,34.0628,-118.2395,0111,"{3101,3401,3701,3003,3026}",32,M,Hispanic,101,ALPINE,BROADWAY,16.1,4.4,0
190106829,2019-02-10,2019-02-11,01:00,downtown,34.0444,-118.2593,0162,"{3101,3401,3701,3004,3030}",51,M,Native American,108,GRAND_AV,9TH_ST,14.4,8.3,3
190106888,2019-02-02,2019-02-12,02:00,downtown,34.0445,-118.2523,0164,"{3101,3401,3701,3004,3030}",23,M,Other,101,SPRING_ST,7TH_ST,15,11.7,43.9
190106889,2019-02-12,2019-02-12,07:40,downtown,34.0467,-118.252,0153,"{3101,3401,3701,3026,3003}",50,M,Hispanic,101,6TH_ST,BROADWAY,20.6,5.6,0
190106892,2019-02-10,2019-02-12,21:10,downtown,34.032,-118.2667,0195,"{3101,3401,3701,3008,3025,3029}",59,M,Black,101,HILL,WASHINGTON,14.4,8.3,3
190106896,2019-02-12,2019-02-12,07:10,downtown,34.0437,-118.2617,0182,"{3101,3401,3701,3004,3025}",52,F,Black,101,OLYMPIC,GRAND,20.6,5.6,0
190106898,2019-02-09,2019-02-09,22:30,downtown,34.0522,-118.2434,0124,"{3101,3401,3701,3004,3026}",43,M,Black,101,1ST_ST,MAIN_ST,15.6,8.3,6.6
190106906,2019-02-12,2019-02-12,13:50,downtown,34.0472,-118.2442,0138,"{3101,3401,3701,3006,3030}",38,M,Other,101,BOYD,LOS_ANGELES_ST,20.6,5.6,0
